Date,Open,High,Low,Close,Volume
01/29/2013,"149.77","150.85","149.67","150.66","105,694,398"
01/28/2013,"150.29","150.33","149.51","150.07","113,357,602"
01/25/2013,"149.88","150.25","149.37","150.25","147,211,594"
01/24/2013,"149.15","150.14","149.01","149.41","146,426,297"
01/23/2013,"149.13","149.50","148.86","149.37","104,596,094"
01/22/2013,"148.33","149.13","147.98","149.13","111,797,297"
01/18/2013,"147.97","148.49","147.43","148.33","169,905,906"
01/17/2013,"147.70","148.42","147.14","148.00","133,833,406"
01/16/2013,"146.77","147.28","146.61","147.05","104,849,508"
01/15/2013,"146.29","147.21","146.20","147.07","93,172,562"
01/14/2013,"146.89","147.07","146.43","146.97","89,567,102"
01/11/2013,"147.04","147.15","146.61","147.07","113,917,297"
01/10/2013,"146.73","147.09","145.97","147.08","130,735,398"
01/09/2013,"145.87","146.32","145.64","145.92","90,745,586"
01/08/2013,"145.71","145.91","144.98","145.55","121,265,102"
01/07/2013,"145.85","146.44","145.43","145.97","110,002,398"
01/04/2013,"145.97","146.61","145.67","146.37","116,817,695"
01/03/2013,"145.99","146.37","145.34","145.73","144,761,797"
01/02/2013,"145.11","146.15","144.73","146.06","192,058,891"
12/31/2012,"139.66","142.56","139.54","142.41","243,952,188"
12/28/2012,"140.64","141.42","139.87","140.03","148,806,594"
12/27/2012,"141.79","142.08","139.92","141.56","167,920,500"
12/26/2012,"142.64","142.71","141.35","141.75","106,947,695"
12/24/2012,"142.48","142.56","142.19","142.35","53,874,551"
12/21/2012,"142.17","144.09","141.94","142.79","245,883,812"
12/20/2012,"144.38","145.14","143.98","145.12","168,486,891"
12/19/2012,"145.53","145.58","144.24","144.29","150,895,297"
12/18/2012,"144.00","145.50","143.79","145.37","177,762,703"
12/17/2012,"142.47","143.85","142.43","143.77","143,735,812"
12/14/2012,"142.32","142.58","141.88","142.11","137,701,703"
12/13/2012,"143.42","143.83","142.28","142.63","135,714,891"
12/12/2012,"144.00","144.55","143.31","143.51","145,880,000"
12/11/2012,"143.06","144.11","142.99","143.44","152,570,406"
12/10/2012,"142.21","142.81","142.15","142.47","98,840,672"
12/07/2012,"142.53","142.69","141.67","142.42","108,726,305"
12/06/2012,"141.37","142.04","141.16","141.98","103,220,492"
12/05/2012,"141.37","142.16","140.37","141.50","147,300,406"
12/04/2012,"141.44","141.87","140.87","141.25","127,622,492"
12/03/2012,"142.80","142.92","141.34","141.45","124,656,305"
11/30/2012,"142.14","142.42","141.66","142.16","136,568,297"
11/29/2012,"141.99","142.51","141.37","142.12","151,085,906"
11/28/2012,"139.76","141.54","139.00","141.46","177,086,406"
11/27/2012,"140.91","141.39","140.24","140.33","128,646,203"
11/26/2012,"140.65","141.36","140.19","141.05","100,124,305"
11/23/2012,"140.13","141.40","140.04","141.35","65,409,152"
11/21/2012,"139.31","139.57","139.03","139.45","81,710,734"
11/20/2012,"138.91","139.42","138.08","139.19","119,807,398"
11/19/2012,"137.90","139.15","136.41","139.13","151,495,703"
11/16/2012,"135.90","136.64","134.70","136.37","239,483,812"
11/15/2012,"135.98","136.49","135.18","135.70","178,128,406"
11/14/2012,"138.21","138.43","135.62","135.93","191,504,891"
11/13/2012,"137.54","139.25","137.36","137.79","123,018,203"
11/12/2012,"138.59","138.81","137.96","138.27","97,677,406"
11/09/2012,"137.62","139.44","137.55","138.16","201,055,203"
11/08/2012,"139.70","140.41","137.93","138.04","181,517,203"
11/07/2012,"141.66","141.68","139.06","139.72","264,304,406"
11/06/2012,"142.28","143.52","142.13","142.96","107,068,094"
11/05/2012,"141.35","142.17","140.93","141.85","98,378,430"
11/02/2012,"143.68","143.72","141.41","141.56","137,702,094"
11/01/2012,"141.65","143.01","141.52","142.83","100,995,602"
10/31/2012,"141.85","142.03","140.68","141.35","103,438,492"
10/26/2012,"141.30","141.84","140.39","141.35","146,023,391"
10/25/2012,"142.02","142.28","140.57","141.43","134,457,297"
10/24/2012,"141.93","142.10","140.80","141.02","120,179,297"
10/23/2012,"141.86","142.06","140.83","141.42","192,056,297"
10/22/2012,"143.15","143.67","142.28","143.41","125,578,602"
10/19/2012,"145.55","145.56","143.05","143.39","185,645,109"
10/18/2012,"145.82","146.52","145.33","145.82","148,108,406"
10/17/2012,"145.64","146.32","145.42","146.20","128,834,094"
10/16/2012,"144.76","145.64","144.66","145.54","108,815,398"
10/15/2012,"143.23","144.23","142.77","144.08","107,689,102"
10/12/2012,"143.46","143.95","142.58","142.89","124,181,906"
10/11/2012,"144.28","144.49","143.33","143.36","123,601,508"
10/10/2012,"144.18","144.32","143.09","143.28","124,247,398"
10/09/2012,"145.53","145.65","144.15","144.20","148,872,797"
10/08/2012,"145.60","146.12","145.31","145.64","78,415,562"
10/05/2012,"146.91","147.16","145.70","146.14","124,842,000"
10/04/2012,"145.64","146.34","145.44","146.13","124,311,602"
10/03/2012,"144.89","145.43","144.13","145.09","121,283,000"
10/02/2012,"144.92","145.15","143.83","144.50","113,422,203"
10/01/2012,"144.52","145.69","144.01","144.35","135,911,109"
09/28/2012,"144.09","144.56","143.46","143.97","150,696,094"
09/27/2012,"143.89","144.97","143.51","144.64","111,830,305"
09/26/2012,"144.07","144.11","142.95","143.30","146,502,094"
09/25/2012,"145.96","146.24","144.06","144.10","133,165,109"
09/24/2012,"145.15","145.98","145.04","145.65","95,681,984"
09/21/2012,"146.64","146.67","145.81","145.87","108,737,398"
09/20/2012,"146.03","146.79","145.63","146.71","154,009,797"
09/19/2012,"146.79","147.17","146.41","146.70","128,318,305"
09/18/2012,"146.49","146.81","146.25","146.62","98,326,523"
09/17/2012,"146.94","147.19","146.37","146.74","119,427,695"
09/14/2012,"146.88","148.11","146.76","147.24","169,776,984"
09/13/2012,"144.37","147.04","143.99","146.59","225,470,094"
09/12/2012,"144.39","144.55","143.90","144.39","87,640,883"
09/11/2012,"143.60","144.37","143.56","143.91","88,760,000"
09/10/2012,"144.19","144.44","143.46","143.51","86,458,406"
09/07/2012,"144.01","144.39","143.88","144.33","107,272,000"
09/06/2012,"141.76","143.78","141.75","143.77","158,272,406"
09/05/2012,"141.09","141.47","140.63","140.91","100,660,305"
09/04/2012,"141.04","141.46","140.13","141.03","120,226,203"
08/31/2012,"141.29","141.82","140.36","141.16","151,970,406"
08/30/2012,"140.90","140.94","140.19","140.49","96,589,828"
08/29/2012,"141.52","141.89","141.12","141.51","65,421,301"
08/28/2012,"141.18","141.84","140.97","141.40","75,689,539"
08/27/2012,"141.89","142.08","141.34","141.54","68,785,852"
08/24/2012,"140.31","141.83","140.22","141.51","99,481,195"
08/23/2012,"141.47","141.48","140.44","140.67","111,466,398"
08/22/2012,"141.40","142.05","141.07","141.82","133,243,406"
08/21/2012,"142.54","143.09","141.45","141.76","105,581,000"
08/20/2012,"141.98","142.22","141.59","142.19","78,255,664"
08/17/2012,"142.23","142.30","141.86","142.18","90,813,672"
08/16/2012,"141.15","142.16","140.80","141.99","112,014,203"
08/15/2012,"140.64","141.19","140.55","140.95","71,085,805"
08/14/2012,"141.29","141.38","140.37","140.79","102,379,398"
08/13/2012,"140.60","140.84","140.04","140.77","79,426,875"
08/10/2012,"140.04","140.89","139.81","140.84","99,792,625"
08/09/2012,"140.29","140.89","140.15","140.61","90,291,641"
08/08/2012,"139.85","140.65","139.81","140.49","89,754,633"
08/07/2012,"140.18","140.92","140.03","140.32","109,545,102"
08/06/2012,"139.72","140.17","139.56","139.62","86,327,742"
08/03/2012,"138.56","139.64","136.68","139.35","157,824,984"
08/02/2012,"136.55","137.57","135.58","136.64","199,556,609"
08/01/2012,"138.70","138.73","137.40","137.59","138,293,703"
07/31/2012,"138.49","138.87","137.71","137.71","120,575,797"
07/30/2012,"138.52","139.34","138.27","138.68","106,781,906"
07/27/2012,"136.89","139.07","136.14","138.68","236,768,891"
07/26/2012,"135.89","136.46","135.26","136.17","156,526,500"
07/25/2012,"134.21","134.56","133.25","133.96","129,122,305"
07/24/2012,"135.19","135.25","133.03","133.93","173,301,109"
07/23/2012,"134.47","136.39","133.84","135.09","145,210,797"
07/20/2012,"136.95","137.16","136.32","136.47","142,904,500"
07/19/2012,"137.65","138.18","137.21","137.73","129,847,203"
07/18/2012,"136.04","137.64","135.96","137.37","113,349,602"
07/17/2012,"135.97","136.64","134.55","136.36","138,860,188"
07/16/2012,"135.44","135.83","134.90","135.43","97,525,195"
07/13/2012,"133.86","135.89","133.84","135.75","129,644,094"
07/12/2012,"133.38","134.23","132.60","133.51","143,583,203"
07/11/2012,"134.21","134.60","133.38","134.16","141,734,000"
07/10/2012,"136.01","136.23","133.68","134.14","167,884,797"
07/09/2012,"135.38","135.57","134.70","135.32","103,780,492"
07/06/2012,"135.47","135.77","134.85","135.49","151,192,000"
07/05/2012,"136.90","137.80","136.29","136.79","126,177,398"
07/03/2012,"136.48","137.51","136.34","137.41","80,450,172"
07/02/2012,"136.48","136.65","135.52","136.51","129,524,398"
06/29/2012,"135.20","136.27","134.85","136.11","212,251,109"
06/28/2012,"132.29","132.99","131.28","132.79","169,242,703"
06/27/2012,"132.42","133.43","131.97","133.17","108,087,906"
06/26/2012,"131.70","132.38","130.93","131.98","141,633,906"
06/25/2012,"132.05","132.10","130.85","131.32","146,375,703"
06/22/2012,"133.13","133.71","132.62","133.46","130,029,203"
06/21/2012,"135.64","135.78","132.33","132.44","205,272,297"
06/20/2012,"135.71","136.10","134.27","135.48","206,466,594"
06/19/2012,"135.08","136.25","134.37","135.70","137,382,500"
06/18/2012,"133.58","134.73","133.28","134.40","131,365,500"
06/15/2012,"133.38","134.26","133.10","134.14","169,444,406"
06/14/2012,"132.34","134.00","131.98","133.47","230,616,188"
06/13/2012,"132.53","133.36","131.62","132.07","172,223,906"
06/12/2012,"131.79","133.01","131.16","132.92","181,931,703"
06/11/2012,"134.17","134.25","131.28","131.42","169,756,000"
06/08/2012,"131.71","133.13","131.29","133.10","143,915,594"
06/07/2012,"133.47","133.53","131.78","132.05","184,772,703"
06/06/2012,"129.97","132.03","129.93","131.97","184,202,797"
06/05/2012,"127.85","129.26","127.78","129.07","164,149,406"
06/04/2012,"128.39","128.74","127.14","128.10","202,548,297"
06/01/2012,"129.41","131.50","128.16","128.16","253,244,984"
05/31/2012,"131.71","132.45","130.34","131.47","196,186,203"
05/30/2012,"132.56","133.69","131.49","131.76","162,370,406"
05/29/2012,"133.16","133.93","131.17","133.70","152,883,391"
05/25/2012,"132.48","132.85","131.78","132.10","135,465,594"
05/24/2012,"132.63","132.84","131.42","132.53","167,357,594"
05/23/2012,"131.25","132.46","129.99","132.27","204,958,297"
05/22/2012,"132.31","133.23","131.34","132.20","197,531,109"
05/21/2012,"130.16","132.02","129.95","131.97","177,861,109"
05/18/2012,"131.37","131.60","129.55","129.74","319,631,094"
05/17/2012,"132.86","133.02","130.79","130.86","247,992,891"
05/16/2012,"133.94","134.55","132.80","132.83","207,265,594"
05/15/2012,"134.02","134.81","133.13","133.34","207,629,297"
05/14/2012,"134.31","135.61","133.91","134.11","163,909,906"
05/11/2012,"135.17","136.87","135.11","135.61","153,032,406"
05/10/2012,"136.68","136.85","135.71","136.02","150,600,891"
05/09/2012,"135.10","136.61","134.49","135.74","220,778,203"
05/08/2012,"136.28","136.77","134.92","136.55","213,383,906"
05/07/2012,"136.51","137.56","136.46","137.10","127,765,906"
05/04/2012,"138.52","139.30","136.92","137.00","193,931,297"
05/03/2012,"140.34","140.45","138.99","139.25","143,762,703"
05/02/2012,"139.92","140.46","139.46","140.33","121,080,898"
05/01/2012,"139.79","141.66","139.63","140.74","138,837,297"
04/30/2012,"140.11","140.21","139.49","139.87","115,092,203"
04/27/2012,"140.58","140.79","139.80","140.39","130,725,000"
04/26/2012,"138.89","140.32","138.81","140.16","136,292,703"
04/25/2012,"138.65","139.25","138.53","139.19","150,255,016"
04/24/2012,"136.91","137.66","136.80","137.31","137,484,188"
04/23/2012,"136.54","136.91","135.94","136.79","171,844,891"
04/20/2012,"138.33","138.83","137.87","137.95","143,199,594"
04/19/2012,"138.63","139.15","137.07","137.72","198,666,797"
04/18/2012,"138.46","139.08","138.38","138.61","123,884,203"
04/17/2012,"137.84","139.36","137.70","139.08","147,877,594"
04/16/2012,"137.84","138.04","136.58","137.05","147,825,203"
04/13/2012,"138.47","138.82","137.01","137.14","169,246,594"
04/12/2012,"137.13","138.90","137.03","138.79","154,321,500"
04/11/2012,"137.29","137.54","136.75","137.00","154,132,891"
04/10/2012,"137.95","138.34","135.76","135.90","235,360,297"
04/09/2012,"138.03","139.84","137.84","138.22","127,555,906"
04/05/2012,"139.38","140.20","139.26","139.79","137,439,297"
04/04/2012,"140.22","140.34","139.34","139.86","146,895,906"
04/03/2012,"141.64","141.88","140.43","141.26","155,806,594"
04/02/2012,"140.64","142.21","140.36","141.84","151,740,984"
03/30/2012,"140.92","141.05","140.05","140.81","135,486,703"
03/29/2012,"139.64","140.49","139.09","140.23","164,963,594"
03/28/2012,"141.10","141.32","139.64","140.47","148,562,000"
03/27/2012,"141.74","141.83","141.08","141.17","119,868,398"
03/26/2012,"140.65","141.61","140.60","141.61","120,163,906"
03/23/2012,"139.32","139.81","138.55","139.65","120,521,000"
03/22/2012,"139.18","139.55","138.74","139.20","135,216,703"
03/21/2012,"140.52","140.65","139.92","140.21","122,388,398"
03/20/2012,"140.05","140.61","139.64","140.44","121,729,602"
03/19/2012,"140.21","141.28","140.11","140.85","125,291,000"
03/16/2012,"140.36","140.48","140.00","140.30","152,893,406"
03/15/2012,"140.12","140.78","139.76","140.72","165,118,406"
03/14/2012,"140.10","140.45","139.48","139.91","145,163,500"
03/13/2012,"138.32","140.13","138.09","140.06","184,090,406"
03/12/2012,"137.55","137.76","137.09","137.58","104,003,508"
03/09/2012,"137.30","137.93","137.13","137.57","122,836,797"
03/08/2012,"136.52","137.32","136.24","137.04","116,968,797"
03/07/2012,"135.06","135.91","134.93","135.69","143,692,094"
03/06/2012,"135.35","135.43","134.36","134.75","202,129,797"
03/05/2012,"137.10","137.20","136.28","136.75","140,764,984"
03/02/2012,"137.64","137.82","137.00","137.31","120,638,203"
03/01/2012,"137.31","137.99","136.93","137.73","145,026,094"
02/29/2012,"137.76","138.19","136.54","137.02","185,934,703"
02/28/2012,"137.20","137.72","136.93","137.56","129,355,797"
02/27/2012,"136.02","137.53","135.80","137.16","145,728,797"
02/24/2012,"136.93","137.20","136.63","136.93","105,539,102"
02/23/2012,"135.96","136.73","135.50","136.63","137,704,188"
02/22/2012,"136.26","136.55","135.79","136.03","124,455,203"
02/21/2012,"136.73","137.05","136.05","136.47","134,042,297"
02/17/2012,"136.52","136.63","135.96","136.41","129,869,398"
02/16/2012,"134.57","136.17","134.33","136.05","186,567,703"
02/15/2012,"135.63","135.83","134.29","134.56","195,195,109"
02/14/2012,"135.00","135.27","134.25","135.19","165,996,188"
02/13/2012,"135.32","135.52","134.74","135.36","115,841,797"
02/10/2012,"134.16","134.47","133.84","134.36","167,907,500"
02/09/2012,"135.41","135.59","134.56","135.36","148,602,797"
02/08/2012,"134.86","135.22","134.31","135.19","139,361,406"
02/07/2012,"134.17","135.02","133.64","134.79","135,528,094"
02/06/2012,"133.98","134.51","133.83","134.45","107,694,492"
02/03/2012,"134.00","134.62","133.77","134.54","160,598,500"
02/02/2012,"132.73","133.02","132.21","132.68","113,090,305"
02/01/2012,"132.29","133.14","132.13","132.47","166,234,500"
01/31/2012,"132.02","132.18","130.68","131.32","157,211,906"
01/30/2012,"130.51","131.44","130.06","131.37","147,311,703"
01/27/2012,"131.24","132.05","131.15","131.82","135,259,016"
01/26/2012,"133.15","133.40","131.36","131.88","184,880,500"
01/25/2012,"131.26","132.87","130.75","132.56","198,613,203"
01/24/2012,"130.80","131.50","130.60","131.46","103,083,297"
01/23/2012,"131.51","132.25","130.98","131.61","129,295,797"
01/20/2012,"131.24","131.95","130.92","131.54","138,230,094"
01/19/2012,"131.22","131.57","130.80","131.46","126,328,797"
01/18/2012,"129.31","130.84","129.08","130.77","163,395,109"
01/17/2012,"130.08","130.32","128.90","129.34","132,209,203"
01/13/2012,"128.64","129.05","127.72","128.84","179,836,094"
01/12/2012,"129.57","129.70","128.54","129.51","118,983,602"
01/11/2012,"128.73","129.37","128.52","129.20","111,540,703"
01/10/2012,"129.39","129.65","128.95","129.13","115,281,906"
01/09/2012,"128.00","128.18","127.41","128.02","99,530,109"
01/06/2012,"128.20","128.22","127.29","127.71","148,049,906"
01/05/2012,"127.01","128.23","126.43","128.04","173,894,891"
01/04/2012,"127.20","127.81","126.71","127.70","127,186,492"
01/03/2012,"127.76","128.38","127.43","127.50","193,697,797"
12/30/2011,"126.02","126.33","125.50","125.50","95,599,000"
12/29/2011,"125.24","126.25","124.86","126.12","123,507,102"
12/28/2011,"126.51","126.53","124.73","124.83","119,107,000"
12/27/2011,"126.17","126.82","126.06","126.49","86,075,695"
12/23/2011,"125.67","126.43","125.41","126.39","92,187,156"
12/22/2011,"124.63","125.40","124.23","125.27","119,465,297"
12/21/2011,"123.93","124.36","122.75","124.17","194,230,891"
12/20/2011,"122.18","124.14","120.37","123.93","225,418,094"
12/19/2011,"122.06","122.32","120.03","120.29","183,903,016"
12/16/2011,"122.23","122.95","121.30","121.59","220,481,297"
12/15/2011,"123.03","123.20","121.99","122.19","199,109,109"
12/14/2011,"122.56","123.03","121.47","121.74","238,618,797"
12/13/2011,"124.86","125.57","122.45","123.05","245,159,703"
12/12/2011,"124.95","124.97","123.16","124.21","215,826,094"
12/09/2011,"124.51","126.37","124.40","126.05","209,111,297"
12/08/2011,"125.90","126.18","123.65","123.95","240,862,703"
12/07/2011,"125.84","127.26","124.97","126.73","237,802,500"
12/06/2011,"126.21","127.11","125.76","126.26","178,842,000"
12/05/2011,"126.84","127.18","125.44","126.22","225,263,812"
12/02/2011,"126.12","126.50","124.78","124.86","221,109,703"
12/01/2011,"124.85","125.64","124.43","124.97","176,954,797"
11/30/2011,"123.49","125.22","120.00","124.99","324,439,500"
11/29/2011,"120.05","121.00","119.61","120.05","199,241,500"
11/28/2011,"119.54","120.18","118.82","119.71","210,686,000"
11/25/2011,"116.38","117.70","116.20","116.34","99,556,977"
11/23/2011,"118.07","119.19","116.56","116.56","224,531,703"
11/22/2011,"119.40","120.10","118.52","119.19","216,494,797"
11/21/2011,"120.20","120.35","118.65","119.66","229,611,594"
11/18/2011,"122.50","122.75","121.47","121.98","215,580,406"
11/17/2011,"123.85","124.16","121.23","122.11","331,219,812"
11/16/2011,"124.81","126.34","123.90","124.08","235,782,500"
11/15/2011,"125.17","126.75","124.72","126.08","184,709,406"
11/14/2011,"126.19","127.45","124.92","125.46","159,258,203"
11/11/2011,"125.83","126.99","125.79","126.66","189,924,297"
11/10/2011,"124.79","124.94","123.02","124.32","231,866,500"
11/09/2011,"124.89","125.80","122.86","123.16","337,982,031"
11/08/2011,"126.92","128.02","125.71","127.88","224,426,203"
11/07/2011,"125.39","126.39","124.20","126.26","196,617,203"
11/04/2011,"125.23","125.70","124.01","125.48","249,401,500"
11/03/2011,"125.27","126.50","123.60","126.25","291,174,781"
11/02/2011,"123.83","124.40","122.79","123.99","245,529,406"
11/01/2011,"122.03","123.51","121.52","122.00","416,565,688"
10/31/2011,"127.16","128.62","125.32","125.50","228,146,594"
10/28/2011,"128.00","128.85","127.80","128.60","225,906,500"
10/27/2011,"127.63","129.42","124.32","128.63","393,288,906"
10/26/2011,"124.35","124.77","122.21","124.30","289,053,781"
10/25/2011,"124.89","124.95","122.78","123.05","268,596,719"
10/24/2011,"124.17","125.80","124.06","125.49","203,215,594"
10/21/2011,"123.09","124.12","122.72","123.97","278,999,406"
10/20/2011,"121.43","122.10","119.82","121.66","262,075,594"
10/19/2011,"122.38","123.08","120.71","121.13","226,601,297"
10/18/2011,"120.14","123.50","119.20","122.58","318,857,875"
10/17/2011,"121.99","122.55","119.93","120.23","202,311,594"
10/14/2011,"121.91","122.60","121.23","122.57","211,397,594"
10/13/2011,"120.04","120.87","119.12","120.51","212,538,797"
10/12/2011,"120.60","122.14","120.33","120.75","281,544,812"
10/11/2011,"118.87","120.04","118.75","119.70","209,088,000"
10/10/2011,"117.68","119.63","117.67","119.58","230,666,203"
10/07/2011,"117.17","117.25","115.06","115.71","312,657,875"
10/06/2011,"114.36","116.66","113.51","116.49","257,800,703"
10/05/2011,"112.62","114.72","111.58","114.42","284,108,000"
10/04/2011,"108.35","112.58","107.43","112.34","459,177,500"
10/03/2011,"112.49","113.95","109.81","109.93","365,136,812"
09/30/2011,"114.45","115.45","113.07","113.15","288,685,500"
09/29/2011,"117.05","117.63","113.93","116.05","298,108,812"
09/28/2011,"117.78","118.49","114.97","115.15","286,696,719"
09/27/2011,"118.53","119.56","116.84","117.54","311,753,781"
09/26/2011,"114.61","116.40","112.98","116.24","260,673,594"
09/23/2011,"112.11","114.16","112.02","113.54","307,242,500"
09/22/2011,"113.25","114.21","111.30","112.86","513,920,094"
09/21/2011,"120.23","120.60","116.44","116.63","316,251,188"
09/20/2011,"120.82","121.99","120.01","120.17","218,932,094"
09/19/2011,"119.53","120.93","118.72","120.31","241,516,891"
09/16/2011,"121.29","121.97","120.32","121.52","284,528,188"
09/15/2011,"120.65","121.47","119.40","121.43","326,777,094"
09/14/2011,"118.34","120.80","116.72","119.37","319,389,406"
09/13/2011,"117.05","118.18","116.22","117.74","272,514,688"
09/12/2011,"114.47","116.76","114.05","116.67","305,793,406"
09/09/2011,"117.68","119.06","115.28","115.92","380,195,094"
09/08/2011,"119.57","120.94","118.77","119.04","250,568,188"
09/07/2011,"118.76","120.34","118.36","120.29","209,803,109"
09/06/2011,"114.39","117.16","114.38","116.99","285,142,688"
09/02/2011,"118.42","120.87","117.43","117.85","255,517,203"
09/01/2011,"122.29","123.40","120.78","120.94","254,585,797"
08/31/2011,"122.46","123.51","121.30","122.22","301,828,281"
08/30/2011,"120.83","122.43","119.26","121.68","241,315,703"
08/29/2011,"119.56","121.43","118.06","121.36","190,977,203"
08/26/2011,"115.69","118.51","113.85","117.97","314,495,812"
08/25/2011,"118.73","119.40","115.87","116.28","312,365,312"
08/24/2011,"116.19","118.24","115.92","118.08","246,869,703"
08/23/2011,"113.15","116.57","112.58","116.44","331,136,594"
08/22/2011,"115.17","115.23","112.41","112.73","275,090,594"
08/19/2011,"112.96","115.88","112.50","112.64","428,281,219"
08/18/2011,"116.50","119.71","113.39","114.51","512,956,188"
08/17/2011,"120.25","121.20","118.72","119.67","238,201,109"
08/16/2011,"119.47","120.69","118.31","119.59","294,095,188"
08/15/2011,"119.19","120.74","119.00","120.62","258,810,594"
08/12/2011,"118.40","119.22","117.28","118.12","313,731,594"
08/11/2011,"113.26","118.92","112.32","117.33","487,979,719"
08/10/2011,"115.26","116.28","111.95","112.29","662,607,438"
08/09/2011,"114.07","117.64","110.27","117.48","717,828,625"
08/08/2011,"116.91","120.12","112.02","112.26","702,263,812"
08/05/2011,"121.76","122.07","116.86","120.08","655,561,625"
08/04/2011,"124.42","124.62","120.06","120.26","520,721,781"
08/03/2011,"125.66","126.31","123.53","126.17","371,029,406"
08/02/2011,"127.81","128.50","125.49","125.49","346,653,781"
08/01/2011,"130.84","130.96","127.53","128.78","325,790,781"
07/29/2011,"128.91","130.55","127.97","129.33","307,042,500"
07/28/2011,"130.60","131.77","130.01","130.22","207,939,906"
07/27/2011,"132.59","132.63","130.43","130.60","249,020,000"
07/26/2011,"133.74","133.96","133.03","133.33","131,278,094"
07/25/2011,"133.30","134.49","133.16","133.83","136,653,703"
07/22/2011,"134.52","134.72","133.76","134.58","126,019,297"
07/21/2011,"133.40","134.82","132.67","134.49","245,270,297"
07/20/2011,"133.07","133.15","132.42","132.65","137,145,297"
07/19/2011,"131.34","132.89","131.31","132.73","166,554,891"
07/18/2011,"131.08","131.28","129.63","130.61","196,872,094"
07/15/2011,"131.66","131.87","130.77","131.69","220,124,609"
07/14/2011,"132.17","132.78","130.68","130.93","226,111,703"
07/13/2011,"132.09","133.22","131.52","131.84","204,062,500"
07/12/2011,"131.69","132.78","131.36","131.40","214,675,594"
07/11/2011,"132.75","133.18","131.66","131.97","195,918,500"
07/08/2011,"133.83","135.36","133.39","134.40","194,171,500"
07/07/2011,"135.16","135.70","134.88","135.36","170,464,188"
07/06/2011,"133.49","134.14","133.11","133.97","143,332,703"
07/05/2011,"133.78","134.08","133.39","133.81","165,936,000"
07/01/2011,"132.09","134.10","131.78","133.92","202,385,594"
06/30/2011,"131.14","132.18","130.71","131.97","223,496,500"
06/29/2011,"130.20","130.93","129.63","130.72","244,295,391"
06/28/2011,"128.45","129.63","128.27","129.61","165,556,297"
06/27/2011,"126.89","128.43","126.64","127.94","168,908,188"
06/24/2011,"128.27","128.37","126.62","126.81","226,129,406"
06/23/2011,"127.16","128.64","126.19","128.30","334,286,781"
06/22/2011,"129.05","129.81","128.59","128.67","176,886,500"
06/21/2011,"128.36","129.70","127.75","129.45","193,157,203"
06/20/2011,"126.62","127.97","126.58","127.70","159,478,891"
06/17/2011,"127.93","127.94","126.62","127.05","234,996,094"
06/16/2011,"127.06","127.97","126.32","127.30","308,038,406"
06/15/2011,"128.24","129.30","126.68","127.02","300,957,875"
06/14/2011,"128.87","129.77","128.82","129.32","160,570,297"
06/13/2011,"127.89","128.24","127.05","127.70","207,599,812"
06/10/2011,"128.85","128.93","127.26","127.60","238,629,297"
06/09/2011,"128.77","129.93","128.46","129.40","160,964,406"
06/08/2011,"128.76","129.19","128.18","128.42","198,696,297"
06/07/2011,"129.70","130.07","128.85","128.96","161,806,000"
06/06/2011,"130.09","130.36","128.87","129.05","179,951,109"
06/03/2011,"130.15","131.42","130.08","130.42","234,690,094"
06/02/2011,"131.96","132.24","130.96","131.73","200,466,703"
06/01/2011,"134.51","134.92","131.76","131.87","233,094,297"
05/31/2011,"134.77","134.92","133.84","134.90","164,731,203"
05/27/2011,"133.37","133.87","132.96","133.51","120,921,906"
05/26/2011,"132.03","133.24","131.78","133.00","164,984,609"
05/25/2011,"131.42","132.94","131.38","132.39","151,102,203"
05/24/2011,"132.44","132.73","131.70","131.95","147,200,297"
05/23/2011,"131.98","133.65","131.59","132.06","168,800,000"
05/20/2011,"134.33","134.68","133.36","133.61","182,638,297"
05/19/2011,"134.80","135.03","133.94","134.68","119,584,797"
05/18/2011,"133.24","134.50","132.95","134.36","135,228,094"
05/17/2011,"132.69","133.35","132.12","133.17","192,852,297"
05/16/2011,"133.56","134.61","132.97","133.19","141,770,594"
05/13/2011,"135.15","135.34","133.56","134.04","157,499,109"
05/12/2011,"134.08","135.36","133.39","135.08","171,648,094"
05/11/2011,"135.67","135.69","133.82","134.44","193,745,594"
05/10/2011,"135.17","136.11","135.00","135.87","114,887,000"
05/09/2011,"134.19","135.11","133.98","134.72","114,134,398"
05/06/2011,"134.94","135.63","133.22","134.20","222,951,297"
05/05/2011,"134.08","134.95","133.02","133.61","227,065,703"
05/04/2011,"135.67","135.73","134.23","134.83","182,821,203"
05/03/2011,"135.96","136.19","135.05","135.73","138,445,797"
05/02/2011,"137.07","137.18","135.95","136.22","126,310,000"
04/29/2011,"136.16","136.57","135.98","136.43","115,094,398"
04/28/2011,"135.43","136.29","135.41","136.11","124,865,797"
04/27/2011,"135.05","135.87","134.50","135.67","143,104,797"
04/26/2011,"134.05","135.06","133.91","134.79","146,658,406"
04/25/2011,"133.68","133.86","133.20","133.64","65,231,070"
04/21/2011,"133.79","133.84","133.10","133.78","136,214,500"
04/20/2011,"132.88","133.39","132.79","133.10","156,472,984"
04/19/2011,"130.76","131.35","130.44","131.31","124,321,906"
04/18/2011,"130.59","132.03","129.51","130.56","210,908,188"
04/15/2011,"131.80","132.37","131.41","132.04","170,146,594"
04/14/2011,"130.70","131.76","130.27","131.56","161,271,203"
04/13/2011,"132.08","132.18","130.96","131.46","162,172,984"
